MatchContinent,MatchCountry,MatchID,HomeTeamContinent,HomeTeamCountry,HomeTeamAgeGroup,HomeTeamID,AwayTeamContinent,AwayTeamCountry,AwayTeamAgeGroup,AwayTeamID,temporalAggregate,goalCount,goalCountA,goalCountB,goalsDelta,turnoverCount,turnoverCountA,turnoverCountB,turnoverDelta,possessionCount,possessionCountA,possessionCountB,possessionCountDelta,possessionCountNone,possessionDurationSum,possessionDurationSumA,possessionDurationSumB,possessionDurationSumNone,possessionDurationAvg,possessionDurationAvgA,possessionDurationAvgB,possessionDurationAvgNone,possessionDurationStd,possessionDurationStdA,possessionDurationStdB,possessionDurationStdNone,passCount,passCountA,passCountB,passDelta,maxConsecutivePasses,maxConsecutivePassesA,maxConsecutivePassesB,avgConsecutivePasses,avgConsecutivePassesA,avgConsecutivePassesB,stdConsecutivePasses,stdConsecutivePassesA,stdConsecutivePassesB,avgSpeed,avgSpeedA,avgSpeedB,stdSpeed,stdSpeedA,stdSpeedB,minSpeed,minSpeedA,minSpeedB,maxSpeed,maxSpeedA,maxSpeedB,avgSpreadA,avgSpreadB,stdSpreadA,stdSpreadB,avg_stdSpreadA,avg_stdSpreadB,std_stdSpreadA,std_stdSpreadB,avgWidthA,avgWidthB,stdWidthA,stdWidthB,avgLengthA,avgLengthB,stdLengthA,stdLengthB,avgSurfaceA,avgSurfaceB,stdSurfaceA,stdSurfaceB,avgsumVerticesA,avgsumVerticesB,stdsumVerticesA,stdsumVerticesB,avgShapeRatioA,avgShapeRatioB,stdShapeRatioA,stdShapeRatioB
X,X,123456,X,X,0,001,X,X,0,002,000_Random,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.594476483814455,1.720491421762241,1.4910701082631836,1.1705242640545295,1.262843885770891,1.077988973209682,0.0,0.0,0.13200378782443545,4.923476921851063,4.327161309680982,4.923476921851063,19.571711018837743,19.530932304767724,0.5388400390067193,0.3214951409046866,10.139745569138402,9.254739401744898,0.24639841763704468,0.21544603694026737,45.60632258064517,46.14012903225807,0.3249516477279081,0.9423416866075798,58.84432258064516,65.85748387096774,3.2545053574618956,0.8183133665466352,1513.9584371774192,1619.9696346612905,86.88950397759704,29.69159483905048,162.0415843772919,162.77810493774547,4.079177279790069,2.305085849655603,3.686198345146427,4.5507863640651065,0.3117967037585188,0.07386315685168393
X,X,123456,X,X,0,001,X,X,0,002,001_Random,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2.827568030821474,2.729560790080759,2.9125194015085203,4.299896159431796,1.2959604028424365,5.748382052141726,0.082764726786224,0.082764726786224,0.11236102527123773,135.07114356886316,6.501870884599327,135.07114356886316,17.759467045906533,17.637613569268115,1.9471473495329694,1.7584761506912816,11.407573689337442,8.171570947600703,0.5681538416295386,0.5391660656942611,38.82532673267327,43.59348514851486,4.807294694460116,3.310469087079972,62.55410891089109,51.89450495049504,3.2111724206076344,5.614974310484532,1366.7664667970298,1246.4707324059405,148.33933762767415,174.20333013372044,158.0421500115054,146.72695450782825,10.355470038332186,6.607454837185268,3.9384572425463213,3.027616156051918,1.5584532331228171,0.38269437619928603
X,X,123456,X,X,0,001,X,X,0,002,002_Random,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.8294435919856902,1.9066675900581784,1.7661199135662495,1.2168582576456357,1.2744480984976543,1.1636990140707295,0.0,0.0,0.13200378782443545,4.923476921851063,4.3722133982686735,4.923476921851063,19.673730634257804,19.570707107523504,0.5033698926334371,0.28821817131338034,10.377429906241279,9.116876633621024,0.4835043882278328,0.31362633907392534,45.23251219512195,45.5300487804878,0.7628273506662233,1.358393239361275,60.236682926829275,64.87897560975608,3.750780689071727,1.9063229768557144,1533.5164957439026,1580.9915267317074,83.12564000420294,75.17104596257151,163.48150957767083,160.6989009305382,4.362936759934923,4.21547089538977,3.6116391724905887,4.414961535329688,0.3061958268405913,0.260451909829379
X,X,123456,X,X,0,001,X,X,0,002,003_Random,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2.421815353148157,2.5070015962901553,2.352039205675666,1.4255473207268181,1.3946954765084474,1.4465967720937303,0.0,0.0,0.11236102527123773,6.501870884599327,6.501870884599327,6.277599063336238,19.77105163627758,19.555514089898523,0.39806288407692775,0.28150041887079097,11.128889536821308,8.522590741299794,0.8465495766010682,0.6812330887998318,44.56612345679012,45.75964197530864,1.3502808796299466,1.5483038613679685,62.97088888888889,61.34476543209877,3.911795322096403,4.004483956740581,1527.6822139444444,1505.1002995555557,63.66962529098979,95.30263757055151,166.21848675743863,156.5277126392321,4.331064929056368,5.2858476581157365,4.197923153798103,3.699234710613903,1.5563504410237068,0.7788823015998616
X,X,123456,X,X,0,001,X,X,0,002,004_Random,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2.376188499462931,2.442453979444174,2.3219017793244507,1.4103832370473905,1.3791131870555307,1.4332118132114744,0.0,0.0,0.11236102527123773,6.277599063336238,6.2381507676554175,6.277599063336238,19.780535507386908,19.612104290977793,0.4120381635126843,0.22531495822094288,10.983316378687274,8.663573080267682,0.8036826300022513,0.6069382532574562,44.465802816901416,45.61094366197184,1.3757343812958183,1.5696435756478302,62.484464788732396,62.16559154929578,3.9389124467097094,3.5796395387712168,1534.4057493380285,1517.8246842535211,64.01822731883891,94.76274887447687,165.90075990022666,157.42695616371353,4.4710876260764945,5.006864568124819,4.155455505156187,3.8470895920540187,1.4193267383194426,0.7174079839921698
X,X,123456,X,X,0,001,X,X,0,002,000_Random,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2.239348382018118,2.3077507279965848,2.183299295537255,1.3555475817654932,1.356571038915511,1.3521314322162332,0.0,0.0,0.11236102527123772,5.450770587724257,4.6087227080830075,5.450770587724257,19.72786051951102,19.60069019138021,0.4212747611596074,0.2408623823861249,10.819405328296334,8.815807944347567,0.7481580071441744,0.5128867840362693,44.36573770491804,45.24126229508197,1.4240255328070968,1.3656826660377743,61.76972131147541,63.00470491803279,3.7974061472171856,3.1436792443910613,1534.3050201803278,1527.3982595081966,68.87915837415663,98.98821098257258,165.02671572328603,158.05589616186873,4.211744518876678,5.13257764951361,4.194839272896106,4.017758081752634,1.1296095615332906,0.6261042194338383
X,X,123456,X,X,0,001,X,X,0,002,001_Random,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2.4627808582513655,2.560728666430683,2.3821698121197867,1.4130817366389878,1.4018464704848308,1.417192563212628,0.0,0.0,0.11236102527123772,6.501870884599327,6.501870884599327,6.277599063336237,19.61535928967481,19.390665192259014,0.6140946041509935,0.5480017450746094,11.21756492637888,8.413043309404683,0.8449294600648702,0.714351087159319,44.16897802197803,45.55852747252747,1.7658600493251666,1.595932689791195,63.11514285714286,60.56656043956045,3.7209069246931192,4.380695301350019,1514.7372593296702,1483.7917126373625,70.71600068396019,109.27681686639696,165.696896348791,155.26704940864659,4.387962053717719,6.170718647410661,4.269129895678295,3.575638679418119,1.4977152434082839,0.8148304243409389
X,X,123456,X,X,0,001,X,X,0,002,002_Random,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2.611729374180204,2.55952966548216,2.655135077899388,4.37557390664278,1.3918431834488747,5.783670172871131,0.0,0.0,0.11236102527123772,135.07114356886316,6.501870884599327,135.07114356886316,19.34208131178823,19.14400387915049,1.0129042415351914,0.9139749209270743,11.244305667510616,8.398036988673756,0.8069446402984118,0.6979163594642939,43.4210099009901,45.38508910891089,2.8248405071775426,1.6481773677683953,63.014970297029706,59.366980198019796,3.549880289309017,5.609191210790718,1496.9832105198022,1453.7511571831685,86.1265441826213,137.87313953901176,164.6955989516077,154.47361218643414,5.169419829531032,6.356104323109573,4.1803121053638215,3.5038541743360336,1.4486749028064967,0.8032378028137319
X,X,123456,X,X,0,001,X,X,0,002,003_Random,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.594476483814455,1.7204914217622407,1.4910701082631836,1.1705242640545295,1.262843885770891,1.077988973209682,0.0,0.0,0.13200378782443545,4.923476921851063,4.327161309680981,4.923476921851063,19.571711018837746,19.530932304767724,0.538840039006719,0.32149514090468634,10.139745569138402,9.254739401744898,0.2463984176370446,0.21544603694026737,45.60632258064517,46.140129032258066,0.32495164772790774,0.9423416866075792,58.84432258064516,65.85748387096774,3.254505357461896,0.8183133665466346,1513.9584371774192,1619.9696346612905,86.88950397759707,29.691594839050445,162.0415843772919,162.77810493774547,4.079177279790069,2.305085849655604,3.6861983451464275,4.5507863640651065,0.31179670375851887,0.07386315685168389
X,X,123456,X,X,0,001,X,X,0,002,004_Random,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.8294435919856902,1.9066675900581784,1.7661199135662495,1.2168582576456357,1.2744480984976545,1.1636990140707295,0.0,0.0,0.13200378782443545,4.923476921851063,4.372213398268673,4.923476921851063,19.673730634257804,19.570707107523504,0.5033698926334369,0.28821817131337996,10.377429906241279,9.116876633621025,0.48350438822783265,0.31362633907392556,45.23251219512195,45.530048780487796,0.7628273506662243,1.3583932393612737,60.236682926829275,64.87897560975608,3.750780689071728,1.9063229768557157,1533.5164957439024,1580.9915267317074,83.12564000420294,75.17104596257153,163.48150957767086,160.6989009305382,4.362936759934925,4.215470895389773,3.6116391724905887,4.414961535329688,0.3061958268405913,0.2604519098293791
